Code,Description,last_updated
S9044,External constriction of toe,09-12-2025
S9045,Superficial foreign body of toe,09-12-2025
S9046,Insect bite (nonvenomous) of toe,09-12-2025
S9047,Other superficial bite of toe,09-12-2025
S905,Other superficial injuries of ankle,09-12-2025
S9051,Abrasion of ankle,09-12-2025
S9052,Blister (nonthermal) of ankle,09-12-2025
S9054,External constriction of ankle,09-12-2025
S9055,Superficial foreign body of ankle,09-12-2025
S9056,Insect bite (nonvenomous) of ankle,09-12-2025
S9057,Other superficial bite of ankle,09-12-2025
S908,Other superficial injuries of foot,09-12-2025
S9081,Abrasion of foot,09-12-2025
S9082,Blister (nonthermal) of foot,09-12-2025
S9084,External constriction of foot,09-12-2025
S9085,Superficial foreign body of foot,09-12-2025
S9086,Insect bite (nonvenomous) of foot,09-12-2025
S9087,Other superficial bite of foot,09-12-2025
S909,"Unspecified superficial injury of ankle, foot and toe",09-12-2025
S9091,Unspecified superficial injury of ankle,09-12-2025
S9092,Unspecified superficial injury of foot,09-12-2025
S9093,Unspecified superficial injury of toes,09-12-2025
S91,"Open wound of ankle, foot and toes",09-12-2025
S910,Open wound of ankle,09-12-2025
S9100,Unspecified open wound of ankle,09-12-2025
S9101,Laceration without foreign body of ankle,09-12-2025
S9102,Laceration with foreign body of ankle,09-12-2025
S9103,Puncture wound without foreign body of ankle,09-12-2025
S9104,Puncture wound with foreign body of ankle,09-12-2025
S9105,Open bite of ankle,09-12-2025
S911,Open wound of toe without damage to nail,09-12-2025
S9110,Unspecified open wound of toe without damage to nail,09-12-2025
S9111,Laceration w/o foreign body of toe without damage to nail,09-12-2025
S9112,Laceration with foreign body of toe without damage to nail,09-12-2025
S9113,Puncture wound w/o foreign body of toe w/o damage to nail,09-12-2025
S9114,Puncture wound with foreign body of toe w/o damage to nail,09-12-2025
S9115,Open bite of toe without damage to nail,09-12-2025
S912,Open wound of toe with damage to nail,09-12-2025
S9120,Unspecified open wound of toe with damage to nail,09-12-2025
S9121,Laceration without foreign body of toe with damage to nail,09-12-2025
S9122,Laceration with foreign body of toe with damage to nail,09-12-2025
S9123,Puncture wound w/o foreign body of toe with damage to nail,09-12-2025
S9124,Puncture wound with foreign body of toe with damage to nail,09-12-2025
S9125,Open bite of toe with damage to nail,09-12-2025
S913,Open wound of foot,09-12-2025
S9130,Unspecified open wound of foot,09-12-2025
S9131,Laceration without foreign body of foot,09-12-2025
S9132,Laceration with foreign body of foot,09-12-2025
S9133,Puncture wound without foreign body of foot,09-12-2025
S9134,Puncture wound with foreign body of foot,09-12-2025
S9135,Open bite of foot,09-12-2025
S92,"Fracture of foot and toe, except ankle",09-12-2025
S920,Fracture of calcaneus,09-12-2025
S9200,Unspecified fracture of calcaneus,09-12-2025
S9201,Fracture of body of calcaneus,09-12-2025
S9202,Fracture of anterior process of calcaneus,09-12-2025
S9203,Avulsion fracture of tuberosity of calcaneus,09-12-2025
S9204,Other fracture of tuberosity of calcaneus,09-12-2025
S9205,Other extraarticular fracture of calcaneus,09-12-2025
S9206,Intraarticular fracture of calcaneus,09-12-2025
S921,Fracture of talus,09-12-2025
S9210,Unspecified fracture of talus,09-12-2025
S9211,Fracture of neck of talus,09-12-2025
S9212,Fracture of body of talus,09-12-2025
S9213,Fracture of posterior process of talus,09-12-2025
S9214,Dome fracture of talus,09-12-2025
S9215,Avulsion fracture (chip fracture) of talus,09-12-2025
S9219,Other fracture of talus,09-12-2025
S922,Fracture of other and unspecified tarsal bone(s),09-12-2025
S9220,Fracture of unspecified tarsal bone(s),09-12-2025
S9221,Fracture of cuboid bone,09-12-2025
S9222,Fracture of lateral cuneiform,09-12-2025
S9223,Fracture of intermediate cuneiform,09-12-2025
S9224,Fracture of medial cuneiform,09-12-2025
S9225,Fracture of navicular [scaphoid] of foot,09-12-2025
S923,Fracture of metatarsal bone(s),09-12-2025
S9230,Fracture of unspecified metatarsal bone(s),09-12-2025
S9231,Fracture of first metatarsal bone,09-12-2025
S9232,Fracture of second metatarsal bone,09-12-2025
S9233,Fracture of third metatarsal bone,09-12-2025
S9234,Fracture of fourth metatarsal bone,09-12-2025
S9235,Fracture of fifth metatarsal bone,09-12-2025
S924,Fracture of great toe,09-12-2025
S9240,Unspecified fracture of great toe,09-12-2025
S9241,Fracture of proximal phalanx of great toe,09-12-2025
S9242,Fracture of distal phalanx of great toe,09-12-2025
S9249,Other fracture of great toe,09-12-2025
S925,Fracture of lesser toe(s),09-12-2025
S9250,Unspecified fracture of lesser toe(s),09-12-2025
S9251,Fracture of proximal phalanx of lesser toe(s),09-12-2025
S9252,Fracture of middle phalanx of lesser toe(s),09-12-2025
S9253,Fracture of distal phalanx of lesser toe(s),09-12-2025
S9259,Other fracture of lesser toe(s),09-12-2025
S928,"Other fracture of foot, except ankle",09-12-2025
S9281,Other fracture of foot,09-12-2025
S929,Unspecified fracture of foot and toe,09-12-2025
S9290,Unspecified fracture of foot,09-12-2025
S9291,Unspecified fracture of toe,09-12-2025
S93,"Disloc & sprain of joints & ligaments at ankl, ft & toe lev",09-12-2025
S930,Subluxation and dislocation of ankle joint,09-12-2025
S9301,Subluxation of right ankle joint,09-12-2025
S9302,Subluxation of left ankle joint,09-12-2025
S9303,Subluxation of unspecified ankle joint,09-12-2025
S9304,Dislocation of right ankle joint,09-12-2025
S9305,Dislocation of left ankle joint,09-12-2025
S9306,Dislocation of unspecified ankle joint,09-12-2025
S931,Subluxation and dislocation of toe,09-12-2025
S9310,Unspecified subluxation and dislocation of toe,09-12-2025
S9311,Dislocation of interphalangeal joint,09-12-2025
S9312,Dislocation of metatarsophalangeal joint,09-12-2025
S9313,Subluxation of interphalangeal joint,09-12-2025
S9314,Subluxation of metatarsophalangeal joint,09-12-2025
S933,Subluxation and dislocation of foot,09-12-2025
S9330,Unspecified subluxation and dislocation of foot,09-12-2025
S9331,Subluxation and dislocation of tarsal joint,09-12-2025
S9332,Subluxation and dislocation of tarsometatarsal joint,09-12-2025
S9333,Other subluxation and dislocation of foot,09-12-2025
S934,Sprain of ankle,09-12-2025
S9340,Sprain of unspecified ligament of ankle,09-12-2025
S9341,Sprain of calcaneofibular ligament,09-12-2025
S9342,Sprain of deltoid ligament,09-12-2025
S9343,Sprain of tibiofibular ligament,09-12-2025
S9349,Sprain of other ligament of ankle,09-12-2025
S935,Sprain of toe,09-12-2025
S9350,Unspecified sprain of toe,09-12-2025
S9351,Sprain of interphalangeal joint of toe,09-12-2025
S9352,Sprain of metatarsophalangeal joint of toe,09-12-2025
S936,Sprain of foot,09-12-2025
S9360,Unspecified sprain of foot,09-12-2025
S9361,Sprain of tarsal ligament of foot,09-12-2025
S9362,Sprain of tarsometatarsal ligament of foot,09-12-2025
S9369,Other sprain of foot,09-12-2025
S94,Injury of nerves at ankle and foot level,09-12-2025
S940,Injury of lateral plantar nerve,09-12-2025
S9400,"Injury of lateral plantar nerve, unspecified leg",09-12-2025
S9401,"Injury of lateral plantar nerve, right leg",09-12-2025
S9402,"Injury of lateral plantar nerve, left leg",09-12-2025
S941,Injury of medial plantar nerve,09-12-2025
S9410,"Injury of medial plantar nerve, unspecified leg",09-12-2025
S9411,"Injury of medial plantar nerve, right leg",09-12-2025
S9412,"Injury of medial plantar nerve, left leg",09-12-2025
S942,Injury of deep peroneal nerve at ankle and foot level,09-12-2025
S9420,"Injury of deep peroneal nerve at ank/ft level, unsp leg",09-12-2025
S9421,"Injury of deep peroneal nerve at ank/ft level, right leg",09-12-2025
S9422,"Injury of deep peroneal nerve at ank/ft level, left leg",09-12-2025
S943,Injury of cutaneous sensory nerve at ankle and foot level,09-12-2025
S9430,"Injury of cutaneous sensory nerve at ank/ft level, unsp leg",09-12-2025
S9431,"Injury of cutaneous sensory nerve at ank/ft level, right leg",09-12-2025
S9432,"Injury of cutaneous sensory nerve at ank/ft level, left leg",09-12-2025
S948,Injury of other nerves at ankle and foot level,09-12-2025
S948X,Injury of other nerves at ankle and foot level,09-12-2025
S949,Injury of unspecified nerve at ankle and foot level,09-12-2025
S9490,"Injury of unsp nerve at ankle and foot level, unsp leg",09-12-2025
S9491,"Injury of unsp nerve at ankle and foot level, right leg",09-12-2025
S9492,"Injury of unsp nerve at ankle and foot level, left leg",09-12-2025
S95,Injury of blood vessels at ankle and foot level,09-12-2025
S950,Injury of dorsal artery of foot,09-12-2025
S9500,Unspecified injury of dorsal artery of foot,09-12-2025
S9501,Laceration of dorsal artery of foot,09-12-2025
S9509,Other specified injury of dorsal artery of foot,09-12-2025
S951,Injury of plantar artery of foot,09-12-2025
S9510,Unspecified injury of plantar artery of foot,09-12-2025
S9511,Laceration of plantar artery of foot,09-12-2025
S9519,Other specified injury of plantar artery of foot,09-12-2025
S952,Injury of dorsal vein of foot,09-12-2025
S9520,Unspecified injury of dorsal vein of foot,09-12-2025
S9521,Laceration of dorsal vein of foot,09-12-2025
S9529,Other specified injury of dorsal vein of foot,09-12-2025
S958,Injury of other blood vessels at ankle and foot level,09-12-2025
S9580,Unsp injury of other blood vessels at ankle and foot level,09-12-2025
S9581,Laceration of other blood vessels at ankle and foot level,09-12-2025
S9589,Oth injury of other blood vessels at ankle and foot level,09-12-2025
S959,Injury of unspecified blood vessel at ankle and foot level,09-12-2025
S9590,Unsp injury of unsp blood vessel at ankle and foot level,09-12-2025
S9591,Laceration of unsp blood vessel at ankle and foot level,09-12-2025
S9599,Oth injury of unsp blood vessel at ankle and foot level,09-12-2025
S96,Injury of muscle and tendon at ankle and foot level,09-12-2025
S960,Injury of msl/tnd lng flexor muscle of toe at ank/ft level,09-12-2025
S9600,Unsp inj msl/tnd lng flexor muscle of toe at ank/ft level,09-12-2025
S9601,Strain of msl/tnd lng flexor muscle of toe at ank/ft level,09-12-2025
S9602,Lacerat msl/tnd lng flexor muscle of toe at ank/ft level,09-12-2025
S9609,Inj msl/tnd lng flexor muscle of toe at ankle and foot level,09-12-2025
S961,Injury of msl/tnd lng extensor muscle of toe at ank/ft level,09-12-2025
S9610,Unsp inj msl/tnd lng extensor muscle of toe at ank/ft level,09-12-2025
S9611,Strain of msl/tnd lng extensor muscle of toe at ank/ft level,09-12-2025
S9612,Lacerat msl/tnd lng extensor muscle of toe at ank/ft level,09-12-2025
S9619,Inj msl/tnd lng extensor muscle of toe at ank/ft level,09-12-2025
S962,Injury of intrinsic msl/tnd at ankle and foot level,09-12-2025
S9620,Unsp injury of intrinsic msl/tnd at ankle and foot level,09-12-2025
S9621,Strain of intrinsic msl/tnd at ankle and foot level,09-12-2025
S9622,Laceration of intrinsic msl/tnd at ankle and foot level,09-12-2025
S9629,Inj intrinsic muscle and tendon at ankle and foot level,09-12-2025
S968,Injury of oth muscles and tendons at ankle and foot level,09-12-2025
S9680,Unsp injury of muscles and tendons at ankle and foot level,09-12-2025
S9681,Strain of oth muscles and tendons at ankle and foot level,09-12-2025
S9682,Laceration of muscles and tendons at ankle and foot level,09-12-2025
S9689,Inj oth muscles and tendons at ankle and foot level,09-12-2025
S969,Injury of unsp muscle and tendon at ankle and foot level,09-12-2025
S9690,Unsp injury of unsp msl/tnd at ankle and foot level,09-12-2025
S9691,Strain of unsp muscle and tendon at ankle and foot level,09-12-2025
S9692,Laceration of unsp muscle and tendon at ankle and foot level,09-12-2025
S9699,Oth injury of unsp muscle and tendon at ankle and foot level,09-12-2025
S97,Crushing injury of ankle and foot,09-12-2025
S970,Crushing injury of ankle,09-12-2025
S9700,Crushing injury of unspecified ankle,09-12-2025
S9701,Crushing injury of right ankle,09-12-2025
S9702,Crushing injury of left ankle,09-12-2025
S971,Crushing injury of toe,09-12-2025
S9710,Crushing injury of unspecified toe(s),09-12-2025
S9711,Crushing injury of great toe,09-12-2025
S9712,Crushing injury of lesser toe(s),09-12-2025
S978,Crushing injury of foot,09-12-2025
S9780,Crushing injury of unspecified foot,09-12-2025
S9781,Crushing injury of right foot,09-12-2025
S9782,Crushing injury of left foot,09-12-2025
S98,Traumatic amputation of ankle and foot,09-12-2025
S980,Traumatic amputation of foot at ankle level,09-12-2025
S9801,Complete traumatic amputation of foot at ankle level,09-12-2025
S9802,Partial traumatic amputation of foot at ankle level,09-12-2025
S981,Traumatic amputation of one toe,09-12-2025
S9811,Complete traumatic amputation of great toe,09-12-2025
S9812,Partial traumatic amputation of great toe,09-12-2025
S9813,Complete traumatic amputation of one lesser toe,09-12-2025
S9814,Partial traumatic amputation of one lesser toe,09-12-2025
S982,Traumatic amputation of two or more lesser toes,09-12-2025
S9821,Complete traumatic amputation of two or more lesser toes,09-12-2025
S9822,Partial traumatic amputation of two or more lesser toes,09-12-2025
S983,Traumatic amputation of midfoot,09-12-2025
S9831,Complete traumatic amputation of midfoot,09-12-2025
S9832,Partial traumatic amputation of midfoot,09-12-2025
S989,"Traumatic amputation of foot, level unspecified",09-12-2025
S9891,"Complete traumatic amputation of foot, level unspecified",09-12-2025
S9892,"Partial traumatic amputation of foot, level unspecified",09-12-2025
S99,Other and unspecified injuries of ankle and foot,09-12-2025
S990,Physeal fracture of calcaneus,09-12-2025
S9900,Unspecified physeal fracture of calcaneus,09-12-2025
S9901,Salter-Harris Type I physeal fracture of calcaneus,09-12-2025
S9902,Salter-Harris Type II physeal fracture of calcaneus,09-12-2025
S9903,Salter-Harris Type III physeal fracture of calcaneus,09-12-2025
S9904,Salter-Harris Type IV physeal fracture of calcaneus,09-12-2025
S9909,Other physeal fracture of calcaneus,09-12-2025
S991,Physeal fracture of metatarsal,09-12-2025
S9910,Unspecified physeal fracture of metatarsal,09-12-2025
S9911,Salter-Harris Type I physeal fracture of metatarsal,09-12-2025
S9912,Salter-Harris Type II physeal fracture of metatarsal,09-12-2025
S9913,Salter-Harris Type III physeal fracture of metatarsal,09-12-2025
S9914,Salter-Harris Type IV physeal fracture of metatarsal,09-12-2025
S9919,Other physeal fracture of metatarsal,09-12-2025
S992,Physeal fracture of phalanx of toe,09-12-2025
S9920,Unspecified physeal fracture of phalanx of toe,09-12-2025
S9921,Salter-Harris Type I physeal fracture of phalanx of toe,09-12-2025
S9922,Salter-Harris Type II physeal fracture of phalanx of toe,09-12-2025
S9923,Salter-Harris Type III physeal fracture of phalanx of toe,09-12-2025
S9924,Salter-Harris Type IV physeal fracture of phalanx of toe,09-12-2025
S9929,Other physeal fracture of phalanx of toe,09-12-2025
S998,Other specified injuries of ankle and foot,09-12-2025
S9981,Other specified injuries of ankle,09-12-2025
S9982,Other specified injuries of foot,09-12-2025
S999,Unspecified injury of ankle and foot,09-12-2025
S9991,Unspecified injury of ankle,09-12-2025
S9992,Unspecified injury of foot,09-12-2025
T07,Unspecified multiple injuries,09-12-2025
T07XX,"Unspecified multiple injuries, initial encounter",09-12-2025
T14,Injury of unspecified body region,09-12-2025
T148,Other injury of unspecified body region,09-12-2025
T148X,"Other injury of unspecified body region, initial encounter",09-12-2025
T149,Unspecified injury,09-12-2025
T1490,"Injury, unspecified",09-12-2025
T1491,Suicide attempt,09-12-2025
T15,Foreign body on external eye,09-12-2025
T150,Foreign body in cornea,09-12-2025
T1500,"Foreign body in cornea, unspecified eye",09-12-2025
T1501,"Foreign body in cornea, right eye",09-12-2025
T1502,"Foreign body in cornea, left eye",09-12-2025
T151,Foreign body in conjunctival sac,09-12-2025
T1510,"Foreign body in conjunctival sac, unspecified eye",09-12-2025
T1511,"Foreign body in conjunctival sac, right eye",09-12-2025
T1512,"Foreign body in conjunctival sac, left eye",09-12-2025
T158,Foreign body in other and multiple parts of external eye,09-12-2025
T1580,"Fb in oth and multiple parts of external eye, unsp eye",09-12-2025
T1581,"Fb in oth and multiple parts of external eye, right eye",09-12-2025
T1582,"Fb in oth and multiple parts of external eye, left eye",09-12-2025
T159,"Foreign body on external eye, part unspecified",09-12-2025
T1590,"Foreign body on external eye, part unsp, unspecified eye",09-12-2025
T1591,"Foreign body on external eye, part unspecified, right eye",09-12-2025
T1592,"Foreign body on external eye, part unspecified, left eye",09-12-2025
T16,Foreign body in ear,09-12-2025
T161,Foreign body in right ear,09-12-2025
T161X,"Foreign body in right ear, initial encounter",09-12-2025
T162,Foreign body in left ear,09-12-2025
T162X,"Foreign body in left ear, initial encounter",09-12-2025
T169,"Foreign body in ear, unspecified ear",09-12-2025
T169X,"Foreign body in ear, unspecified ear, initial encounter",09-12-2025
T17,Foreign body in respiratory tract,09-12-2025
T170,Foreign body in nasal sinus,09-12-2025
T170X,"Foreign body in nasal sinus, initial encounter",09-12-2025
T171,Foreign body in nostril,09-12-2025
T171X,"Foreign body in nostril, initial encounter",09-12-2025
T172,Foreign body in pharynx,09-12-2025
T1720,Unspecified foreign body in pharynx,09-12-2025
T1721,Gastric contents in pharynx,09-12-2025
T1722,Food in pharynx,09-12-2025
T1729,Other foreign object in pharynx,09-12-2025
T173,Foreign body in larynx,09-12-2025
T1730,Unspecified foreign body in larynx,09-12-2025
T1731,Gastric contents in larynx,09-12-2025
T1732,Food in larynx,09-12-2025
T1739,Other foreign object in larynx,09-12-2025
T174,Foreign body in trachea,09-12-2025
T1740,Unspecified foreign body in trachea,09-12-2025
T1741,Gastric contents in trachea,09-12-2025
T1742,Food in trachea,09-12-2025
T1749,Other foreign object in trachea,09-12-2025
T175,Foreign body in bronchus,09-12-2025
T1750,Unspecified foreign body in bronchus,09-12-2025
T1751,Gastric contents in bronchus,09-12-2025
T1752,Food in bronchus,09-12-2025
T1759,Other foreign object in bronchus,09-12-2025
T178,Foreign body in other parts of respiratory tract,09-12-2025
T1780,Unspecified foreign body in other parts of respiratory tract,09-12-2025
T1781,Gastric contents in other parts of respiratory tract,09-12-2025
T1782,Food in other parts of respiratory tract,09-12-2025
T1789,Other foreign object in other parts of respiratory tract,09-12-2025
T179,"Foreign body in respiratory tract, part unspecified",09-12-2025
T1790,"Unsp foreign body in respiratory tract, part unspecified",09-12-2025
T1791,"Gastric contents in respiratory tract, part unspecified",09-12-2025
T1792,"Food in respiratory tract, part unspecified",09-12-2025
T1799,"Other foreign object in respiratory tract, part unspecified",09-12-2025
T18,Foreign body in alimentary tract,09-12-2025
T180,Foreign body in mouth,09-12-2025
T180X,"Foreign body in mouth, initial encounter",09-12-2025
T181,Foreign body in esophagus,09-12-2025
T1810,Unspecified foreign body in esophagus,09-12-2025
T1811,Gastric contents in esophagus,09-12-2025
T1812,Food in esophagus,09-12-2025
T1819,Other foreign object in esophagus,09-12-2025
T182,Foreign body in stomach,09-12-2025
T182X,"Foreign body in stomach, initial encounter",09-12-2025
T183,Foreign body in small intestine,09-12-2025
T183X,"Foreign body in small intestine, initial encounter",09-12-2025
T184,Foreign body in colon,09-12-2025
T184X,"Foreign body in colon, initial encounter",09-12-2025
T185,Foreign body in anus and rectum,09-12-2025
T185X,"Foreign body in anus and rectum, initial encounter",09-12-2025
T188,Foreign body in other parts of alimentary tract,09-12-2025
T188X,"Foreign body in other parts of alimentary tract, init encntr",09-12-2025
T189,"Foreign body of alimentary tract, part unspecified",09-12-2025
T189X,"Foreign body of alimentary tract, part unsp, init encntr",09-12-2025
T19,Foreign body in genitourinary tract,09-12-2025
T190,Foreign body in urethra,09-12-2025
T190X,"Foreign body in urethra, initial encounter",09-12-2025
T191,Foreign body in bladder,09-12-2025
T191X,"Foreign body in bladder, initial encounter",09-12-2025
T192,Foreign body in vulva and vagina,09-12-2025
T192X,"Foreign body in vulva and vagina, initial encounter",09-12-2025
T193,Foreign body in uterus,09-12-2025
T193X,"Foreign body in uterus, initial encounter",09-12-2025
T194,Foreign body in penis,09-12-2025
T194X,"Foreign body in penis, initial encounter",09-12-2025
T198,Foreign body in other parts of genitourinary tract,09-12-2025
T198X,"Foreign body in oth prt genitourinary tract, init encntr",09-12-2025
T199,"Foreign body in genitourinary tract, part unspecified",09-12-2025
T199X,"Foreign body in genitourinary tract, part unsp, init encntr",09-12-2025
T20,"Burn and corrosion of head, face, and neck",09-12-2025
T200,"Burn of unspecified degree of head, face, and neck",09-12-2025
T2000,"Burn of unsp degree of head, face, and neck, unsp site",09-12-2025
T2001,Burn of unspecified degree of ear,09-12-2025
T2002,Burn of unspecified degree of lip(s),09-12-2025
T2003,Burn of unspecified degree of chin,09-12-2025
T2004,Burn of unspecified degree of nose (septum),09-12-2025
T2005,Burn of unspecified degree of scalp [any part],09-12-2025
T2006,Burn of unspecified degree of forehead and cheek,09-12-2025
T2007,Burn of unspecified degree of neck,09-12-2025
T2009,"Burn of unsp deg mult sites of head, face, and neck",09-12-2025
T201,"Burn of first degree of head, face, and neck",09-12-2025
T2010,"Burn of first degree of head, face, and neck, unsp site",09-12-2025
T2011,"Burn of first degree of ear [any part, except ear drum]",09-12-2025
T2012,Burn of first degree of lip(s),09-12-2025
T2013,Burn of first degree of chin,09-12-2025
T2014,Burn of first degree of nose (septum),09-12-2025
T2015,Burn of first degree of scalp [any part],09-12-2025
T2016,Burn of first degree of forehead and cheek,09-12-2025
T2017,Burn of first degree of neck,09-12-2025
T2019,"Burn of first deg mult sites of head, face, and neck",09-12-2025
T202,"Burn of second degree of head, face, and neck",09-12-2025
T2020,"Burn of second degree of head, face, and neck, unsp site",09-12-2025
T2021,"Burn of second degree of ear [any part, except ear drum]",09-12-2025
T2022,Burn of second degree of lip(s),09-12-2025
T2023,Burn of second degree of chin,09-12-2025
T2024,Burn of second degree of nose (septum),09-12-2025
T2025,Burn of second degree of scalp [any part],09-12-2025
T2026,Burn of second degree of forehead and cheek,09-12-2025
T2027,Burn of second degree of neck,09-12-2025
T2029,"Burn of 2nd deg mul sites of head, face, and neck",09-12-2025
T203,"Burn of third degree of head, face, and neck",09-12-2025
T2030,"Burn of third degree of head, face, and neck, unsp site",09-12-2025
T2031,"Burn of third degree of ear [any part, except ear drum]",09-12-2025
T2032,Burn of third degree of lip(s),09-12-2025
T2033,Burn of third degree of chin,09-12-2025
T2034,Burn of third degree of nose (septum),09-12-2025
T2035,Burn of third degree of scalp [any part],09-12-2025
T2036,Burn of third degree of forehead and cheek,09-12-2025
T2037,Burn of third degree of neck,09-12-2025
T2039,"Burn of 3rd deg mu sites of head, face, and neck",09-12-2025
T204,"Corrosion of unspecified degree of head, face, and neck",09-12-2025
T2040,"Corrosion of unsp degree of head, face, and neck, unsp site",09-12-2025
T2041,Corrosion of unspecified degree of ear,09-12-2025
T2042,Corrosion of unspecified degree of lip(s),09-12-2025
T2043,Corrosion of unspecified degree of chin,09-12-2025
T2044,Corrosion of unspecified degree of nose (septum),09-12-2025
T2045,Corrosion of unspecified degree of scalp [any part],09-12-2025
T2046,Corrosion of unspecified degree of forehead and cheek,09-12-2025
T2047,Corrosion of unspecified degree of neck,09-12-2025
T2049,"Corrosion of unsp deg mult sites of head, face, and neck",09-12-2025
T205,"Corrosion of first degree of head, face, and neck",09-12-2025
T2050,"Corrosion of first degree of head, face, and neck, unsp site",09-12-2025
T2051,"Corrosion of first degree of ear [any part, except ear drum]",09-12-2025
T2052,Corrosion of first degree of lip(s),09-12-2025
T2053,Corrosion of first degree of chin,09-12-2025
T2054,Corrosion of first degree of nose (septum),09-12-2025
T2055,Corrosion of first degree of scalp [any part],09-12-2025
T2056,Corrosion of first degree of forehead and cheek,09-12-2025
T2057,Corrosion of first degree of neck,09-12-2025
T2059,"Corrosion of first deg mult sites of head, face, and neck",09-12-2025
T206,"Corrosion of second degree of head, face, and neck",09-12-2025
T2060,"Corros second degree of head, face, and neck, unsp site",09-12-2025
T2061,Corrosion of second degree of ear,09-12-2025
T2062,Corrosion of second degree of lip(s),09-12-2025
T2063,Corrosion of second degree of chin,09-12-2025
T2064,Corrosion of second degree of nose (septum),09-12-2025
T2065,Corrosion of second degree of scalp [any part],09-12-2025
T2066,Corrosion of second degree of forehead and cheek,09-12-2025
T2067,Corrosion of second degree of neck,09-12-2025
T2069,"Corrosion of 2nd deg mul sites of head, face, and neck",09-12-2025
T207,"Corrosion of third degree of head, face, and neck",09-12-2025
T2070,"Corrosion of third degree of head, face, and neck, unsp site",09-12-2025
T2071,"Corrosion of third degree of ear [any part, except ear drum]",09-12-2025
T2072,Corrosion of third degree of lip(s),09-12-2025
T2073,Corrosion of third degree of chin,09-12-2025
T2074,Corrosion of third degree of nose (septum),09-12-2025
T2075,Corrosion of third degree of scalp [any part],09-12-2025
T2076,Corrosion of third degree of forehead and cheek,09-12-2025
T2077,Corrosion of third degree of neck,09-12-2025
T2079,"Corrosion of 3rd deg mu sites of head, face, and neck",09-12-2025
T21,Burn and corrosion of trunk,09-12-2025
T210,Burn of unspecified degree of trunk,09-12-2025
T2100,"Burn of unspecified degree of trunk, unspecified site",09-12-2025
T2101,Burn of unspecified degree of chest wall,09-12-2025
T2102,Burn of unspecified degree of abdominal wall,09-12-2025
T2103,Burn of unspecified degree of upper back,09-12-2025
T2104,Burn of unspecified degree of lower back,09-12-2025
T2105,Burn of unspecified degree of buttock,09-12-2025
T2106,Burn of unspecified degree of male genital region,09-12-2025
T2107,Burn of unspecified degree of female genital region,09-12-2025
T2109,Burn of unspecified degree of other site of trunk,09-12-2025
T211,Burn of first degree of trunk,09-12-2025
T2110,"Burn of first degree of trunk, unspecified site",09-12-2025
T2111,Burn of first degree of chest wall,09-12-2025
T2112,Burn of first degree of abdominal wall,09-12-2025
T2113,Burn of first degree of upper back,09-12-2025
T2114,Burn of first degree of lower back,09-12-2025
T2115,Burn of first degree of buttock,09-12-2025
T2116,Burn of first degree of male genital region,09-12-2025
T2117,Burn of first degree of female genital region,09-12-2025
T2119,Burn of first degree of other site of trunk,09-12-2025
T212,Burn of second degree of trunk,09-12-2025
T2120,"Burn of second degree of trunk, unspecified site",09-12-2025
T2121,Burn of second degree of chest wall,09-12-2025
T2122,Burn of second degree of abdominal wall,09-12-2025
T2123,Burn of second degree of upper back,09-12-2025
T2124,Burn of second degree of lower back,09-12-2025
T2125,Burn of second degree of buttock,09-12-2025
T2126,Burn of second degree of male genital region,09-12-2025
T2127,Burn of second degree of female genital region,09-12-2025
T2129,Burn of second degree of other site of trunk,09-12-2025
T213,Burn of third degree of trunk,09-12-2025
T2130,"Burn of third degree of trunk, unspecified site",09-12-2025
T2131,Burn of third degree of chest wall,09-12-2025
T2132,Burn of third degree of abdominal wall,09-12-2025
T2133,Burn of third degree of upper back,09-12-2025
T2134,Burn of third degree of lower back,09-12-2025
T2135,Burn of third degree of buttock,09-12-2025
T2136,Burn of third degree of male genital region,09-12-2025
T2137,Burn of third degree of female genital region,09-12-2025
T2139,Burn of third degree of other site of trunk,09-12-2025
T214,Corrosion of unspecified degree of trunk,09-12-2025
T2140,"Corrosion of unspecified degree of trunk, unspecified site",09-12-2025
T2141,Corrosion of unspecified degree of chest wall,09-12-2025
T2142,Corrosion of unspecified degree of abdominal wall,09-12-2025
T2143,Corrosion of unspecified degree of upper back,09-12-2025
T2144,Corrosion of unspecified degree of lower back,09-12-2025
T2145,Corrosion of unspecified degree of buttock,09-12-2025
T2146,Corrosion of unspecified degree of male genital region,09-12-2025
T2147,Corrosion of unspecified degree of female genital region,09-12-2025
T2149,Corrosion of unspecified degree of other site of trunk,09-12-2025
T215,Corrosion of first degree of trunk,09-12-2025
T2150,"Corrosion of first degree of trunk, unspecified site",09-12-2025
T2151,Corrosion of first degree of chest wall,09-12-2025
T2152,Corrosion of first degree of abdominal wall,09-12-2025
T2153,Corrosion of first degree of upper back,09-12-2025
T2154,Corrosion of first degree of lower back,09-12-2025
T2155,Corrosion of first degree of buttock,09-12-2025
T2156,Corrosion of first degree of male genital region,09-12-2025
T2157,Corrosion of first degree of female genital region,09-12-2025
T2159,Corrosion of first degree of other site of trunk,09-12-2025
T216,Corrosion of second degree of trunk,09-12-2025
T2160,"Corrosion of second degree of trunk, unspecified site",09-12-2025
T2161,Corrosion of second degree of chest wall,09-12-2025
T2162,Corrosion of second degree of abdominal wall,09-12-2025
T2163,Corrosion of second degree of upper back,09-12-2025
